CustomerID,Age,AnnualIncome,Spending,CreditScore,Balance,Tenure,Geography,Gender,Segment,Target
10420,57,83591,30903,677,118338.19,7,USA,Other,SME,Stay
10421,66,84258,10367,306,186479.51,0,USA,Other,Corporate,Churn
10422,58,22515,22455,301,151785.83,6,France,Other,Corporate,Churn
10423,24,73790,35221,543,83963.17,0,USA,Other,Corporate,Churn
10424,23,31508,15669,832,82611.36,5,Canada,Other,Retail,Stay
10425,55,45054,33623,436,127443.14,6,India,Other,SME,Churn
10426,21,134028,43913,433,47354.35,4,UK,Female,SME,Churn
10427,65,105524,21344,763,54391.17,1,USA,Male,SME,Churn
10428,24,60739,7424,468,89913.35,5,Canada,Male,SME,Churn
10429,40,74430,30116,615,92669.32,1,India,Male,,Churn
10430,37,178152,3143,520,167184.95,5,USA,Male,SME,Stay
10431,33,113255,26468,825,9790.12,4,UK,Male,Retail,Churn
10432,43,138541,36934,863,49970.53,7,India,Male,Retail,Stay
10433,18,36166,15067,433,39626.61,6,UK,Other,SME,Churn
10434,59,42030,38663,900,51764.13,1,India,Male,Retail,Churn
10435,59,136242,8940,394,181015.59,5,India,Male,Corporate,Churn
10436,21,64037,38110,743,164337.08,6,Canada,Male,Corporate,Stay
10437,61,131847,11825,662,42943.22,2,UK,Female,Corporate,Stay
10438,27,29083,40746,551,129455.68,7,Canada,Other,,Stay
10439,21,42995,18835,692,27447.2,3,France,Other,Retail,Stay
10440,58,162516,1779,691,156383.15,5,Canada,Other,Corporate,Stay
10441,40,168282,33424,629,77676.25,2,India,Female,SME,Stay
10442,32,27681,18911,359,161730.78,7,Germany,Female,SME,Churn
10443,32,61844,7062,553,131372.88,4,Germany,Other,Retail,Stay
10444,66,77517,38228,697,70960.93,2,USA,Male,SME,Stay
10445,38,114052,39268,328,140690.58,5,Germany,Other,Retail,Churn
10446,54,69344,32758,855,61810.61,7,India,Male,Retail,Stay
10447,<NA>,177722,14839,320,105289.7,0,UK,Other,Retail,Churn
10448,69,54207,22831,481,183756.16,5,India,Male,Retail,Churn
10449,55,57133,7769,838,172133.89,1,UK,Other,SME,Churn
10450,43,173620,7121,644,60353.03,2,USA,Other,Corporate,Stay
10451,68,187579,32429,624,34840.53,8,France,Other,Corporate,Stay
10452,32,194465,39097,479,75676.82,4,USA,Male,SME,Churn
10453,18,170165,26163,881,6476.55,9,,Other,Retail,Churn
10454,58,,7322,808,28128.67,1,USA,Female,,Churn
10455,28,186772,6314,643,89325.99,4,USA,Male,SME,Stay
10456,22,111876,17320,410,144082.72,0,Canada,Female,SME,Churn
10457,44,63604,27633,804,176354.13,5,Germany,Female,Retail,Stay
10458,,171533,43161,530,32531.3,1,India,Female,Retail,Churn
10459,38,88453,7363,375,68361.64,6,USA,Other,Retail,Churn
10460,53,44406,22647,794,140900.93,6,,Male,SME,Stay
10461,45,61183,4009,403,66218.92,3,Canada,Other,SME,Churn
10462,64,161590,17884,588,59480.13,1,India,Female,SME,Churn
10463,53,148699,10565,355,72165.78,6,India,Female,SME,Churn
10464,58,177342,31978,504,19397.38,3,USA,Other,,Churn
10465,23,144143,8069,615,156975.31,7,Canada,Other,Corporate,Stay
10466,23,188261,36159,696,,6,UK,Male,Corporate,Stay
10467,,89021,29318,776,52680.16,4,Germany,Male,Retail,Stay
10468,66,194972,6837,387,133628.23,8,Canada,Other,Retail,Churn
10469,53,35986,25869,835,83726.41,8,France,Female,SME,Stay
10470,33,144849,20085,380,78960.87,0,Germany,Other,SME,Churn
10471,69,169811,44902,450,24056.37,7,USA,Male,Retail,Churn
10472,69,70521,8769,343,84674.98,10,Canada,,SME,Churn
10473,27,175988,17400,627,182160.9,1,India,Female,SME,Churn
10474,43,164717,21873,582,103937.64,0,France,Other,SME,Churn
10475,51,129994,7874,724,29928.46,9,Germany,Other,Retail,Stay
10476,24,167504,7118,592,173495.05,5,Canada,Female,Corporate,Stay
10477,59,147293,37988,784,7493.13,4,Canada,Male,SME,Churn
10478,56,198471,45959,711,7756.51,5,France,Male,Retail,Churn
10479,65,144575,18101,681,4046.58,4,,Female,Corporate,Churn
10480,,199529,6936,533,26877.1,7,UK,Female,SME,Stay
10481,44,178591,42807,391,37587.14,3,Canada,Other,Corporate,Churn
10482,66,155397,25004,357,103053.94,2,India,Female,SME,Churn
10483,50,125744,9389,836,175866.52,0,USA,,Retail,Churn
10484,21,,2667,767,10111.86,5,France,Male,Corporate,Churn
10485,41,141692,33603,706,127081.96,1,France,Male,Retail,Churn
10486,41,148132,39431,756,35516.74,7,Germany,Other,Corporate,Stay
10487,40,62864,17451,392,57013.88,6,India,Male,SME,Churn
10488,67,76182,15006,530,135539.05,4,France,Female,SME,Stay
10489,19,198834,1083,785,182303.09,10,USA,,Retail,Stay
10490,32,86162,40368,612,142548.1,10,UK,Female,Corporate,Stay
10491,40,140323,17014,523,93339.6,10,Germany,Other,Corporate,Stay
10492,55,46820,981,823,199885.88,5,Germany,Other,SME,Stay
10493,56,94102,20060,410,96347.68,5,UK,Other,Corporate,Churn
10494,35,88458,43499,605,37672.02,8,USA,Male,SME,Stay
10495,43,193154,21444,443,144256.64,10,Canada,Female,,Churn
10496,44,126063,25945,336,116604.74,9,USA,Female,SME,Churn
10497,63,78291,45478,847,127662.72,7,France,Female,SME,Stay
10498,37,64560,43597,871,36227.17,1,Canada,Male,SME,Churn
10499,34,166546,12497,643,130886.93,3,UK,Male,SME,Stay
10500,37,130224,22213,680,52111.85,4,Canada,Male,Corporate,Stay
10501,21,186303,38745,894,188860.2,1,Canada,Male,SME,Churn
10502,25,198440,25513,842,59671.15,0,USA,Male,Retail,Churn
10503,<NA>,127267,37816,768,28644.83,2,India,Female,Corporate,Stay
10504,58,66353,21039,359,942.7,4,USA,Male,SME,Churn
10505,66,61532,32584,390,,6,France,Female,Corporate,Churn
10506,45,145147,25621,304,7545.06,3,France,Female,Retail,Churn
10507,38,159207,12989,318,135349.63,10,France,,Retail,Churn
10508,62,110269,20953,432,20541.64,8,Germany,Female,Retail,Churn
10509,,31984,20042,597,91185.26,8,Germany,Other,Corporate,Stay
10510,45,55072,22961,801,71850.18,3,USA,,Retail,Stay
10511,32,78804,48155,434,,0,,,Retail,Churn
10512,25,116099,47103,338,75038.49,10,UK,Other,SME,Churn
10513,21,175693,3643,410,130713.52,0,India,Other,Retail,Churn
10514,44,136474,25420,426,109456.48,7,France,Male,Retail,Churn
10515,62,199762,41808,309,60223.29,10,India,Other,SME,Churn
10516,35,183262,40190,440,83765.15,1,Germany,Other,SME,Churn
10517,25,94109,7971,408,99547.81,9,USA,Female,SME,Churn
10518,30,113827,46600,719,59070.24,0,Germany,Female,Retail,Churn
10519,62,,22166,540,547.6,10,India,,SME,Churn
10520,60,149526,10274,392,155905.24,1,France,Other,Retail,Churn
10521,34,188909,15649,767,197733.19,4,UK,Female,Retail,Stay
10522,24,65797,3085,597,72042.93,10,UK,Female,SME,Stay
10523,25,44903,3507,309,170399.75,10,France,Male,Corporate,Churn
10524,40,134744,41250,574,175695.11,1,,Female,Retail,Churn
10525,25,125061,26730,767,54366.62,6,France,Female,Corporate,Stay
10526,59,63720,7909,435,139233.97,0,USA,Male,Corporate,Churn
10527,55,,37786,748,,6,UK,Other,,Stay
10528,61,54250,32159,799,22587.5,6,Canada,Male,Retail,Stay
10529,34,191697,21093,312,140913.64,10,Germany,Other,SME,Churn
10530,64,168114,15179,646,103819.94,9,India,Female,SME,Stay
10531,64,85162,32083,654,132742.13,10,Canada,Male,SME,Stay
10532,57,34304,1263,460,101113.51,7,Canada,Male,Retail,Churn
10533,66,148882,21513,546,66178.97,4,India,Other,Retail,Stay
10534,53,188641,25314,712,163420.66,1,Canada,,SME,Churn
10535,46,43073,33166,757,63212.31,7,France,Other,Retail,Stay
10536,24,125759,27523,336,111426.2,0,India,Other,SME,Churn
10537,58,99848,33814,875,41370.25,10,Canada,Female,Corporate,Stay
10538,70,34227,15109,765,66394.53,9,Germany,Female,SME,Stay
10539,60,115235,47418,763,22804.67,10,USA,Male,Corporate,Stay
10540,40,186110,19635,860,104397.02,1,India,Male,Corporate,Churn
10541,26,127272,7509,560,122170.35,3,India,Female,Retail,Stay
10542,47,69959,47475,646,21553.15,6,India,Other,SME,Stay
10543,55,52301,30024,768,,8,USA,Female,Retail,Stay
10544,51,32732,36756,743,167763.22,7,Germany,Male,SME,Stay
10545,55,65521,48373,431,20710.79,10,Germany,Other,Corporate,Churn
10546,50,120837,27937,554,54719.18,5,UK,Female,Retail,Stay
10547,,,39987,824,59782.63,8,UK,Other,SME,Stay
10548,53,185827,14743,505,41942.54,4,France,Female,SME,Stay
10549,26,,12153,815,108498.3,10,UK,Other,Retail,Stay
10550,66,112337,37349,791,116561.25,10,France,Female,SME,Stay
10551,65,159959,19238,732,161660.96,8,India,Male,Corporate,Stay
10552,27,33910,44425,357,39980.48,2,UK,Other,Corporate,Churn
10553,27,36261,45758,602,40800.18,8,India,Female,Corporate,Stay
10554,24,,44771,875,172968.3,10,Germany,Female,Retail,Stay
10555,50,95402,45912,348,185296.96,6,Canada,Other,Corporate,Churn
10556,53,34103,1349,557,40617.44,7,USA,Other,SME,Stay
10557,63,189772,24600,859,147690.01,3,France,,,Stay
10558,46,66511,45238,376,37395.32,2,France,Other,Retail,Churn
10559,42,30652,28582,585,111319.72,2,USA,Other,Corporate,Stay
10560,,106655,31061,458,7988.12,5,Germany,Male,SME,Churn
10561,57,193510,20236,802,157981.64,8,UK,Male,SME,Stay
10562,38,157729,14915,488,104121.26,8,USA,Female,SME,Churn
10563,52,125753,6525,657,44239.62,3,France,Female,Corporate,Stay
10564,41,96958,14816,843,94971.44,8,France,Male,Retail,Stay
10565,60,110703,29707,546,180899.29,9,Germany,Male,Retail,Stay
10566,61,104131,25493,416,77175.19,8,France,Female,Retail,Churn
10567,51,118293,34205,820,89111.38,0,UK,Other,Retail,Churn
10568,38,154714,5896,398,33478.96,8,Germany,Male,SME,Churn
10569,22,75255,44431,518,172990.17,6,India,Male,SME,Stay
10570,62,134094,42873,373,,2,,Female,SME,Churn
10571,39,29931,6235,375,10853.61,4,Germany,Male,,Churn
10572,70,79675,17450,717,77606.52,10,Canada,Female,Corporate,Stay
10573,19,122105,44625,421,106966.87,10,France,Other,Retail,Churn
10574,66,173513,3482,374,71540.03,8,India,,SME,Churn
10575,37,179007,6169,588,153054.85,7,Canada,Female,SME,Stay
10576,19,144253,10744,846,43973.15,6,Germany,Female,SME,Stay
10577,27,98133,44886,682,191478.33,0,Germany,Other,Retail,Churn
10578,25,30950,829,886,119330.98,8,Germany,Male,Corporate,Stay
10579,31,110138,14376,722,181125.61,8,USA,Male,Retail,Stay
10580,32,181712,17063,498,22924.51,10,Germany,Male,SME,Churn
10581,47,188997,36522,374,58130.53,1,UK,Male,Retail,Churn
10582,64,172199,32428,638,71427.67,10,France,Male,Retail,Stay
10583,36,182402,5074,498,63557.19,7,UK,Other,SME,Churn
10584,37,173136,10487,879,113372.38,5,Canada,Male,Retail,Stay
10585,,84533,15017,746,55335.97,5,,Other,SME,Stay
10586,39,145817,30833,756,71748.32,4,Canada,Other,Retail,Stay
10587,29,,40255,383,168358.6,2,Germany,Male,Corporate,Churn
10588,64,184264,5511,377,178421.04,8,France,Male,SME,Churn
10589,55,126203,39168,517,181260.72,8,UK,Other,SME,Stay
10590,48,191418,10240,674,78499.67,9,France,Female,Retail,Stay
10591,47,,33950,392,79357.03,8,India,,Retail,Churn
10592,,180965,45337,469,151441.21,2,Canada,Male,Retail,Churn
10593,54,,43715,449,147183.96,7,UK,Male,Retail,Churn
10594,66,147832,15687,364,52871.42,3,India,Other,Retail,Churn
10595,51,114699,25934,780,183580.39,0,India,Other,Corporate,Churn
10596,24,156674,42021,580,166974.45,4,Germany,Other,SME,Stay
10597,29,118739,43339,687,73059.36,10,,Other,Corporate,Stay
10598,42,78431,34340,715,70579.6,5,Canada,Female,SME,Stay
10599,18,151553,9607,750,33121.16,1,Germany,Other,Corporate,Churn
10600,31,59384,12749,461,72444.59,1,France,Male,Corporate,Churn
10601,69,106566,47702,416,96303.33,7,Canada,Male,SME,Churn
10602,28,189675,27428,322,48734.06,2,Germany,,Retail,Churn
10603,26,185030,34096,340,178159.53,2,India,Male,Corporate,Churn
10604,29,155434,27071,877,127524.54,10,UK,Male,Retail,Stay
10605,46,178997,31394,793,34113.36,6,Germany,Male,SME,Stay
10606,70,67679,41342,823,52904.14,10,UK,,SME,Stay
10607,55,38046,15561,687,77092.38,1,India,Male,SME,Churn
10608,50,199402,28011,453,,2,Canada,Other,SME,Churn
10609,20,159311,33486,420,18637.99,10,USA,Other,SME,Churn
10610,70,20314,44970,741,104408.85,5,India,Other,SME,Stay
10611,45,80158,32096,690,70103.56,9,India,Female,,Stay
10612,34,145079,15737,385,56653.33,8,Canada,Female,Retail,Churn
10613,18,21864,38378,835,23565.72,0,Canada,Other,Retail,Churn
10614,62,102811,27294,670,21316.64,6,France,Other,Corporate,Stay
10615,34,160536,28258,878,73128.82,4,France,Female,Retail,Stay
10616,44,164730,37040,794,35743.92,8,Germany,Female,Corporate,Stay
10617,37,171427,23067,707,,10,India,Other,Retail,Stay
10618,46,62413,7071,519,101668.71,5,Germany,Other,SME,Stay
10619,61,33645,11034,698,192914.05,0,India,Male,Corporate,Churn
10620,56,134131,6276,365,52618.4,5,India,Other,Retail,Churn
10621,64,120748,26756,833,57293.85,9,India,Male,SME,Stay
10622,49,135073,1201,506,170113.53,8,UK,Male,Retail,Stay
10623,68,177159,33959,828,139689.95,9,USA,Other,Retail,Stay
10624,41,82719,43427,300,195129.18,1,UK,Female,Corporate,Churn
10625,60,123584,27071,900,40062.08,0,France,Other,Retail,Churn
10626,23,164072,19144,872,183001.79,5,UK,Female,Retail,Stay
10627,56,70993,30303,713,114981.34,4,USA,Female,SME,Stay
10628,24,166441,5243,815,58850.36,1,Germany,Female,SME,Churn
10629,70,170704,16893,753,193211.09,9,Canada,Male,,Stay
10630,67,140284,45168,771,179304.76,0,Canada,Male,Corporate,Churn
10631,22,120315,42027,525,135382.6,3,UK,Female,Corporate,Stay
10632,51,160417,1137,569,49651.52,1,Canada,Other,SME,Churn
10633,70,109651,5482,867,186279.25,7,UK,Female,Retail,Stay
10634,54,,12478,494,99799.87,3,USA,Other,Retail,Churn
10635,34,74205,15521,507,166988.1,9,UK,Male,Retail,Stay
10636,25,40575,44790,804,122765.4,8,India,Female,Corporate,Stay
10637,57,102684,32766,888,173753.77,7,USA,Other,Corporate,Stay
10638,43,78220,49663,890,25649.19,8,Canada,Female,SME,Stay
10639,20,151720,23259,703,172080.03,2,Canada,Male,SME,Stay
10640,51,140604,21186,308,,3,Canada,Other,Retail,Churn
10641,38,114791,40659,565,37430.49,4,USA,Female,Corporate,Stay
10642,57,109940,24481,488,99754,3,Canada,Other,Corporate,Churn
10643,41,125012,18825,761,35977.85,2,Germany,Other,Retail,Stay
10644,70,46180,47739,576,160817.52,8,Canada,Female,Retail,Stay
10645,27,59203,31497,309,35321.46,7,USA,Other,SME,Churn
10646,52,102766,32391,607,50194.81,9,India,Female,Retail,Stay
10647,62,62819,4434,520,162763.61,7,France,Male,Corporate,Stay
10648,65,107728,17524,669,72061.32,8,UK,Female,Retail,Stay
10649,44,51781,23509,503,115370.75,10,France,Other,Retail,Stay
10650,,94608,23772,632,134638.57,7,France,Female,Retail,Stay
10651,,180868,19277,774,126342.44,2,USA,Other,Corporate,Stay
10652,44,185484,40628,885,80954.54,1,India,Male,Corporate,Churn
10653,32,,21266,598,142086.7,9,France,Female,Corporate,Stay
10654,46,115201,49514,833,193105.21,6,USA,Male,Retail,Stay
10655,,81506,43886,557,188087.47,1,USA,Male,Corporate,Churn
10656,24,45048,4680,784,109686.75,0,Canada,Other,Retail,Churn
10657,24,88800,41007,459,16862.25,6,UK,Male,Retail,Churn
10658,65,94494,29542,429,26255.42,2,India,Male,SME,Churn
10659,40,105249,31705,778,194996.31,8,UK,Other,Corporate,Stay
10660,26,161371,12102,767,126209.5,10,Germany,Female,SME,Stay
10661,58,187648,35482,617,181784.63,7,Germany,,Retail,Stay
10662,46,100705,24471,722,51961.41,4,India,Male,SME,Stay
10663,70,55730,23036,593,93839.59,0,,Female,Corporate,Churn
10664,37,22394,28709,599,119400.75,0,Germany,Female,Retail,Churn
10665,44,166945,29146,704,49979.22,10,Canada,Female,Retail,Stay
10666,34,40764,28171,545,,9,France,Other,Corporate,Stay
10667,36,189989,49188,844,161761.73,6,USA,Male,Retail,Stay
10668,26,95915,7732,766,123545.88,4,France,Other,Corporate,Stay
10669,30,104054,1771,455,9926.41,8,India,Male,Retail,Churn
10670,36,90567,8694,748,145421.41,3,India,Male,Retail,Stay
10671,49,76934,22907,730,62315.34,7,UK,Female,SME,Stay
10672,68,28319,22143,382,168709.26,2,India,Female,Corporate,Churn
10673,22,162394,31311,485,38438.46,4,Canada,Male,Retail,Churn
10674,67,85263,25718,753,49432.44,0,USA,Female,SME,Churn
10675,67,44631,34653,513,94565.11,10,UK,Female,,Stay
10676,58,31058,49306,862,104185.25,4,Canada,Other,Corporate,Stay
10677,30,,3913,523,194654.81,3,France,,Corporate,Stay
10678,18,63872,18594,898,23929.92,3,India,,SME,Stay
10679,68,144589,45615,458,74279.73,1,USA,Male,Corporate,Churn
10680,23,199816,41043,646,186169.76,10,India,Male,Corporate,Stay
10681,59,60348,46462,849,158293.25,2,Canada,Male,Corporate,Stay
10682,53,188990,23261,749,146637.77,0,France,Female,Corporate,Churn
10683,64,55319,16929,340,97060.43,7,Germany,Female,SME,Churn
10684,62,148474,12937,880,37325.35,5,UK,Other,Corporate,Stay
10685,35,176940,36841,464,13775.32,2,Canada,Female,Corporate,Churn
10686,52,116236,30258,300,155183.58,8,Canada,Other,Retail,Churn
10687,19,182459,24360,544,64138.82,1,France,Other,Corporate,Churn
10688,30,157381,45275,809,153146.82,2,Germany,Female,,Stay
10689,44,188009,21604,413,19251.26,10,India,Male,Retail,Churn
10690,29,28198,13743,409,97074.06,1,India,Other,SME,Churn
10691,42,192470,32606,838,124794.1,9,UK,Male,Corporate,Stay
10692,32,178847,47544,372,2617.22,3,France,Female,Retail,Churn
10693,47,187488,4478,669,111603.98,6,UK,Other,Retail,Stay
10694,70,181725,17920,841,8130.63,1,UK,Male,Retail,Churn
10695,51,45459,7133,536,106332.21,3,USA,Other,SME,Stay
10696,33,169429,41481,483,,8,Canada,Other,Retail,Churn
10697,67,187411,38285,666,134898.51,10,Canada,Male,Retail,Stay
10698,,67289,36542,711,100938.56,10,USA,Other,SME,Stay
10699,46,112359,21153,863,198292.6,5,UK,Female,SME,Stay
10700,45,104790,40372,546,112628.94,3,Canada,Other,SME,Stay
10701,34,114374,30148,758,191964.89,0,France,Male,Corporate,Churn
10702,56,24273,34422,438,198682.4,4,India,Female,Retail,Churn
10703,31,,1922,582,183822.42,8,Germany,Other,SME,Stay
10704,27,44716,2973,771,71131.15,2,UK,Female,SME,Stay
10705,33,81078,17293,607,18381.02,6,Germany,Male,SME,Churn
10706,22,105116,32123,477,97655.28,9,India,Other,SME,Churn
10707,37,29796,48393,890,76309.22,0,UK,Female,Corporate,Churn
10708,44,51598,15358,311,126777.42,10,Canada,Male,Corporate,Churn
10709,51,30795,21426,852,112982.58,5,Germany,,Retail,Stay
10710,27,33243,44647,702,,9,Germany,Other,Retail,Stay
10711,32,133229,19491,703,29602.48,5,India,Female,SME,Stay
10712,65,32926,36423,708,52511.6,6,Germany,Female,SME,Stay
10713,26,55355,32017,872,39621.71,6,France,Other,Retail,Stay
10714,53,181479,48712,836,49249.17,1,UK,Female,Corporate,Churn
10715,61,170999,6371,415,134349.51,6,UK,Female,Retail,Churn
10716,38,110315,39420,324,153936.26,2,UK,Other,Corporate,Churn
10717,57,58225,29366,345,184842.64,3,USA,Other,Corporate,Churn
10718,27,42495,7864,355,48609.66,9,USA,Female,Retail,Churn
10719,39,49170,20496,760,94238.06,5,USA,Other,SME,Stay
10720,31,73425,36310,835,150071.03,8,Canada,Other,SME,Stay
10721,27,195180,1705,685,116600.99,10,Germany,Male,Corporate,Stay
10722,28,35757,19113,505,,9,UK,Male,Corporate,Stay
10723,59,22184,4864,697,132074.57,10,France,Female,Retail,Stay
10724,19,96675,43059,695,46233.72,6,Germany,Other,Retail,Stay
10725,38,147051,39631,844,17604.13,3,Germany,Female,SME,Churn
10726,63,25633,3105,553,184454.02,4,UK,Female,Corporate,Stay
10727,65,61157,1704,655,136862.27,5,France,Female,Retail,Stay
10728,50,92319,4563,563,175735.45,0,Germany,Female,Retail,Churn
10729,27,109597,26245,440,17559,6,Germany,Other,SME,Churn
10730,58,199967,15404,727,48072.16,2,Canada,Female,SME,Stay
10731,39,137747,36035,434,41351.45,2,Germany,Other,,Churn
10732,69,73034,9551,616,137706.42,8,USA,Female,Retail,Stay
10733,59,168070,10857,625,13562.81,8,France,Male,,Churn
10734,38,58147,48149,330,153087,6,Canada,Female,Corporate,Churn
10735,65,186945,48887,580,30391.41,3,India,Male,Retail,Stay
10736,19,180427,40932,573,,9,USA,,Retail,Stay
10737,,26837,24044,381,137628.26,7,USA,Other,SME,Churn
10738,48,190280,25007,488,170425.89,7,Canada,Male,Retail,Churn
10739,30,79316,2612,718,152907.77,0,UK,Female,Retail,Churn
10740,65,195987,13792,509,13227.26,7,Germany,Female,SME,Churn
10741,38,139942,16673,737,80973.35,0,Germany,Other,Corporate,Churn
10742,64,,26331,885,,8,France,Other,Retail,Stay
10743,51,48656,30096,767,,0,USA,Other,,Churn
10744,43,30289,37049,696,103225.34,10,India,Male,Corporate,Stay
10745,46,124343,20459,592,92269.43,6,UK,Other,Retail,Stay
10746,62,155520,9821,774,165978.7,7,India,Other,SME,Stay
10747,25,67125,38867,859,27061.33,6,UK,Female,,Stay
10748,29,138929,39186,506,176509.69,1,UK,Female,SME,Churn
10749,59,62990,47579,426,18238.25,7,France,Female,Retail,Churn
10750,51,120686,48136,823,122414.51,2,Canada,Other,Corporate,Stay
10751,20,64796,22467,879,174261.08,2,USA,Male,Retail,Stay
10752,67,33450,27997,615,61903.66,7,UK,Other,Retail,Stay
10753,25,54490,13794,303,124512.07,4,India,,Corporate,Churn
10754,49,162475,876,805,47575.67,9,France,Female,Corporate,Stay
10755,44,135834,5703,306,48942.63,8,UK,Other,SME,Churn
10756,53,74430,3705,489,29651.23,10,UK,Male,Retail,Churn
10757,20,194849,38385,605,66222.22,1,India,Male,,Churn
10758,29,62293,44546,591,122217.95,9,Germany,Other,Retail,Stay
10759,47,171772,24105,336,18625.26,4,UK,Female,Corporate,Churn
10760,70,,28505,863,12985.17,7,USA,Male,,Churn
10761,,106300,35040,723,104929.24,3,Germany,Male,Retail,Stay
10762,54,184882,35165,389,,9,France,Female,,Churn
10763,56,102965,17517,838,115028.54,9,UK,,SME,Stay
10764,54,150127,34559,809,98500.89,2,Germany,Male,SME,Stay
10765,36,70739,603,421,,10,India,Other,Retail,Churn
10766,69,181299,27673,723,9098.44,5,Germany,Other,Retail,Churn
10767,18,187934,13685,588,50883.5,1,UK,Female,SME,Churn
10768,53,104914,901,416,137167.16,5,Canada,,SME,Churn
10769,57,27632,12010,498,66102.97,5,France,Female,Corporate,Churn
10770,69,29321,42813,439,96299.1,10,Canada,Other,Corporate,Churn
10771,47,128515,49166,357,167021.15,4,Germany,Other,SME,Churn
10772,38,,35619,319,41652.49,10,UK,Female,Retail,Churn
10773,27,93520,2542,647,196723.75,10,Germany,Male,SME,Stay
10774,56,122122,12780,419,172918.74,4,France,Female,SME,Churn
10775,20,91171,27623,388,99410.89,3,UK,Female,Corporate,Churn
10776,31,157651,20312,479,22446.25,0,USA,Male,Corporate,Churn
10777,50,26536,32131,812,30815.56,5,Canada,Other,SME,Stay
10778,37,105809,9890,400,164427.7,8,France,Male,Retail,Churn
10779,64,29582,30605,696,142735.48,8,India,Male,Corporate,Stay
10780,20,175788,6206,641,93375.18,0,India,Other,SME,Churn
10781,65,101914,1973,891,151698.76,10,USA,Female,Retail,Stay
10782,30,95121,18630,845,63829.96,7,France,Male,Corporate,Stay
10783,27,61286,18433,417,3051.34,9,Germany,Other,Retail,Churn
10784,31,162220,23458,862,63696.98,2,France,Female,SME,Stay
10785,33,64898,5168,618,122652.58,5,Germany,Female,Retail,Stay
10786,26,27600,31350,351,21185.38,0,India,Female,Corporate,Churn
10787,29,176269,39346,756,,4,UK,Male,,Stay
10788,66,195864,35462,380,194736.38,7,Germany,Male,Retail,Churn
10789,70,142755,6874,766,62078.34,10,France,Female,Corporate,Stay
10790,32,78666,9918,564,182572.32,6,USA,Other,SME,Stay
10791,39,105134,30206,799,6052.83,7,India,Female,,Churn
10792,47,64774,18998,656,120888.05,2,Germany,Male,Corporate,Stay
10793,70,48044,21856,869,129890.28,4,Germany,Female,Corporate,Stay
10794,55,128381,16135,549,109589.8,7,Canada,Male,Corporate,Stay
10795,31,174919,28755,745,113442.24,5,Germany,Other,Retail,Stay
10796,29,193699,44383,379,147873.41,9,Canada,Male,,Churn
10797,56,141348,21823,868,19530.78,7,USA,Female,Corporate,Churn
10798,22,176830,7626,688,65481.65,10,France,Male,Retail,Stay
10799,31,56416,38561,300,151415.54,10,USA,,SME,Churn
10800,,122231,40842,891,,3,France,Female,Corporate,Stay
10801,54,198142,20458,745,143558.24,5,India,Other,Retail,Stay
10802,57,153804,26989,430,,0,UK,Other,Retail,Churn
10803,18,166808,24043,412,,0,USA,Female,SME,Churn
10804,55,123355,41474,625,142354.73,6,Canada,Female,SME,Stay
10805,31,193667,11864,786,27813.77,8,Canada,Female,Corporate,Stay
10806,27,95620,44413,428,26855.49,1,,Male,Retail,Churn
10807,64,147585,43617,747,,2,India,Male,SME,Stay
10808,69,129014,30386,735,124649.7,7,Germany,Female,SME,Stay
10809,70,137976,25712,663,45148.18,6,Germany,Male,,Stay
10810,49,82062,47170,813,53850.09,8,Germany,Female,Retail,Stay
10811,20,168937,32171,677,22632.87,7,France,Male,Retail,Stay
10812,64,157994,49690,586,92987.27,1,Germany,Other,Retail,Churn
10813,33,143850,41831,379,136814.8,8,Germany,Female,SME,Churn
10814,21,110058,35563,311,93773.76,8,Canada,Other,SME,Churn
10815,39,130366,23628,601,57841.69,0,,Other,SME,Churn
10816,37,167772,17568,362,125860.01,9,USA,Other,Retail,Churn
10817,60,96481,48824,327,57363.13,1,USA,Other,Retail,Churn
10818,68,92836,17018,435,123159.55,4,UK,Male,SME,Churn
10819,25,178288,11943,454,131831.13,5,USA,Female,SME,Churn
10820,33,147118,12349,840,172402.89,5,India,Male,SME,Stay
10821,70,60409,33002,722,154073.56,3,France,Female,SME,Stay
10822,58,63852,14318,891,146872.22,5,India,Other,Corporate,Stay
10823,66,,3942,471,92802.99,7,UK,Female,,Churn
10824,66,,15813,688,,6,Canada,Female,Retail,Stay
10825,,133962,1277,595,185444.51,7,Canada,Other,Corporate,Stay
10826,51,199011,3188,399,183542.43,10,UK,Female,SME,Churn
10827,59,91457,22452,576,53417.56,1,UK,Other,SME,Churn
10828,43,140876,44755,547,146862.69,9,USA,Other,Corporate,Stay
10829,61,67164,21030,860,2115.6,0,India,Male,Corporate,Churn
10830,24,157694,7309,756,70303.28,4,UK,Male,Retail,Stay
10831,19,182371,6525,358,187701.09,10,USA,Other,SME,Churn
10832,25,51451,6161,433,75191.69,10,Germany,Male,Retail,Churn
10833,62,68303,17102,601,93391.12,1,France,Female,Corporate,Churn
10834,67,131931,45865,631,51467.32,1,UK,Male,Corporate,Churn
10835,42,107203,4436,564,191121.14,4,USA,Female,Retail,Stay
10836,49,72604,40496,702,35688.43,7,,Male,SME,Stay
10837,67,133050,14812,408,182521.84,4,India,Male,Retail,Churn
10838,22,169774,48180,556,155447.43,0,Canada,Male,SME,Churn
